"region","population","sex","age","education","income","statusquo","vote","logpop","loginc"
"N",175000,"F",32,"PS",35000,1.50986,"Y",12.0725412529057,10.4631033404715
"N",175000,"F",37,"PS",200000,0.96525,"Y",12.0725412529057,12.2060726455302
"N",175000,"M",36,"PS",7500,0.15489,"U",12.0725412529057,8.9226582995244
"N",175000,"M",44,"PS",35000,1.16851,"N",12.0725412529057,10.4631033404715
"N",175000,"M",20,"PS",15000,-1.29617,"N",12.0725412529057,9.61580548008435
"N",175000,"F",36,"P",35000,-0.35147,"Y",12.0725412529057,10.4631033404715
"N",175000,"M",37,"P",7500,1.43203,"Y",12.0725412529057,8.9226582995244
"N",175000,"M",30,"S",35000,0.2636,"A",12.0725412529057,10.4631033404715
"N",175000,"M",30,"P",15000,0.11067,"Y",12.0725412529057,9.61580548008435
"N",175000,"F",19,"P",15000,0.72102,"A",12.0725412529057,9.61580548008435
"N",125000,"F",33,"S",35000,1.00232,"A",11.7360690162844,10.4631033404715
"N",125000,"M",30,"S",15000,-1.1517,"N",11.7360690162844,9.61580548008435
"N",125000,"F",37,"PS",35000,1.40361,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",51,"P",15000,0.52166,"Y",11.7360690162844,9.61580548008435
"N",125000,"F",61,"P",35000,0.79952,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",21,"S",7500,0.53177,"U",11.7360690162844,8.9226582995244
"N",125000,"F",70,"P",15000,1.48894,"Y",11.7360690162844,9.61580548008435
"N",125000,"M",35,"S",35000,0.49674,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",68,"P",35000,1.32695,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",25,"P",35000,1.54808,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",50,"P",7500,1.33168,"Y",11.7360690162844,8.9226582995244
"N",125000,"F",24,"S",35000,1.03408,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",66,"P",35000,0.87984,"U",11.7360690162844,10.4631033404715
"N",125000,"M",25,"S",75000,-0.42448,"A",11.7360690162844,11.2252433925184
"N",125000,"M",40,"S",15000,-1.04016,"N",11.7360690162844,9.61580548008435
"N",125000,"M",34,"PS",125000,-1.10088,"N",11.7360690162844,11.7360690162844
"N",125000,"M",18,"S",35000,-0.37211,"U",11.7360690162844,10.4631033404715
"N",125000,"F",52,"S",35000,1.24649,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",35,"S",35000,1.59577,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",51,"S",75000,1.34999,"Y",11.7360690162844,11.2252433925184
"N",125000,"M",33,"PS",75000,1.33168,"Y",11.7360690162844,11.2252433925184
"N",125000,"F",36,"S",15000,0.80845,"Y",11.7360690162844,9.61580548008435
"N",125000,"F",24,"S",35000,-0.48981,"U",11.7360690162844,10.4631033404715
"N",125000,"F",43,"P",15000,1.04409,"Y",11.7360690162844,9.61580548008435
"N",125000,"M",50,"P",15000,-0.83203,"U",11.7360690162844,9.61580548008435
"N",125000,"F",28,"P",35000,1.5877,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",54,"P",15000,0.90506,"U",11.7360690162844,9.61580548008435
"N",125000,"M",19,"S",7500,0.52845,"N",11.7360690162844,8.9226582995244
"N",125000,"F",26,"S",35000,1.45329,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",67,"PS",75000,0.23095,"A",11.7360690162844,11.2252433925184
"N",125000,"M",40,"PS",35000,-0.52639,"N",11.7360690162844,10.4631033404715
"N",125000,"M",19,"PS",35000,-1.10706,"N",11.7360690162844,10.4631033404715
"N",125000,"F",38,"S",75000,1.06142,"Y",11.7360690162844,11.2252433925184
"N",125000,"F",22,"PS",35000,-1.30351,"N",11.7360690162844,10.4631033404715
"N",125000,"M",38,"PS",75000,0.27293,"U",11.7360690162844,11.2252433925184
"N",125000,"F",32,"S",NA,-0.85035,"N",11.7360690162844,NA
"N",125000,"F",36,"S",75000,0.18447,"A",11.7360690162844,11.2252433925184
"N",125000,"M",38,"PS",35000,-1.29617,"N",11.7360690162844,10.4631033404715
"N",125000,"M",19,"S",35000,-0.02965,"N",11.7360690162844,10.4631033404715
"N",125000,"M",32,"PS",75000,1.48284,"Y",11.7360690162844,11.2252433925184
"N",125000,"M",38,"S",15000,-0.59145,"U",11.7360690162844,9.61580548008435
"N",125000,"M",54,"P",35000,-1.1921,"N",11.7360690162844,10.4631033404715
"N",125000,"M",48,"P",35000,1.02326,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",30,"S",75000,-0.99223,"N",11.7360690162844,11.2252433925184
"N",125000,"M",23,"PS",35000,-1.10784,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",46,"S",125000,1.5877,"Y",11.7360690162844,11.7360690162844
"N",125000,"F",19,"S",7500,-0.14772,"U",11.7360690162844,8.9226582995244
"N",125000,"F",54,"P",7500,0.22433,"U",11.7360690162844,8.9226582995244
"N",125000,"M",23,"S",15000,-1.12468,"N",11.7360690162844,9.61580548008435
"N",125000,"M",68,"P",7500,0.11359,"U",11.7360690162844,8.9226582995244
"N",125000,"F",44,"S",35000,-1.14579,"N",11.7360690162844,10.4631033404715
"N",125000,"M",65,"P",35000,1.02326,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",24,"P",7500,-1.18567,"N",11.7360690162844,8.9226582995244
"N",125000,"F",19,"S",35000,1.05618,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",21,"PS",15000,-0.7115,"A",11.7360690162844,9.61580548008435
"N",125000,"F",53,"P",75000,1.59943,"Y",11.7360690162844,11.2252433925184
"N",125000,"F",38,"P",15000,0.28099,"U",11.7360690162844,9.61580548008435
"N",125000,"F",34,"P",2500,0.10807,NA,11.7360690162844,7.82404601085629
"N",125000,"M",28,"S",35000,-0.52335,"A",11.7360690162844,10.4631033404715
"N",125000,"M",57,"S",35000,-0.66752,"N",11.7360690162844,10.4631033404715
"N",250000,"F",50,"P",15000,-0.97742,"Y",12.4292161968444,9.61580548008435
"N",250000,"M",45,"P",2500,0.71898,"N",12.4292161968444,7.82404601085629
"N",250000,"M",19,"PS",15000,0.67533,"U",12.4292161968444,9.61580548008435
"N",250000,"M",58,"P",15000,1.27496,"U",12.4292161968444,9.61580548008435
"N",250000,"F",18,"S",125000,0.15214,"N",12.4292161968444,11.7360690162844
"N",250000,"F",67,"S",7500,-1.29617,"N",12.4292161968444,8.9226582995244
"N",250000,"M",30,"S",7500,-0.71641,"N",12.4292161968444,8.9226582995244
"N",250000,"F",23,"P",7500,-1.30366,"N",12.4292161968444,8.9226582995244
"N",250000,"F",34,"P",7500,-0.122,"Y",12.4292161968444,8.9226582995244
"N",250000,"M",46,"P",75000,-1.17441,"N",12.4292161968444,11.2252433925184
"N",250000,"M",66,"P",15000,-0.70463,"U",12.4292161968444,9.61580548008435
"N",250000,"F",31,"S",7500,0.00744,"U",12.4292161968444,8.9226582995244
"N",250000,"F",46,"S",NA,0.15489,NA,12.4292161968444,NA
"N",250000,"M",18,"S",15000,-0.71653,"N",12.4292161968444,9.61580548008435
"N",250000,"M",69,"P",7500,1.54808,"Y",12.4292161968444,8.9226582995244
"N",250000,"M",21,"S",35000,-0.78334,"N",12.4292161968444,10.4631033404715
"N",250000,"M",41,"PS",35000,0.25602,"U",12.4292161968444,10.4631033404715
"N",250000,"M",49,"S",35000,-0.30605,NA,12.4292161968444,10.4631033404715
"N",250000,"F",28,"PS",75000,1.23773,"A",12.4292161968444,11.2252433925184
"N",250000,"F",34,"P",35000,1.43203,"Y",12.4292161968444,10.4631033404715
"N",250000,"F",35,"S",35000,-1.29617,"N",12.4292161968444,10.4631033404715
"N",250000,"F",50,"S",125000,1.5877,"Y",12.4292161968444,11.7360690162844
"N",250000,"M",66,"S",75000,1.25462,"Y",12.4292161968444,11.2252433925184
"N",250000,"M",22,"PS",125000,-0.42219,"N",12.4292161968444,11.7360690162844
"N",250000,"F",54,"S",75000,-0.12077,"N",12.4292161968444,11.2252433925184
"N",250000,"F",22,"PS",35000,-0.27527,"N",12.4292161968444,10.4631033404715
"N",250000,"F",70,"P",75000,1.39831,"Y",12.4292161968444,11.2252433925184
"N",250000,"M",29,"S",75000,0.09897,"U",12.4292161968444,11.2252433925184
"N",250000,"F",50,"P",35000,-1.29617,"N",12.4292161968444,10.4631033404715
"N",250000,"M",42,"PS",75000,1.45861,"Y",12.4292161968444,11.2252433925184
"N",250000,"M",33,"S",7500,-1.29617,"N",12.4292161968444,8.9226582995244
"N",250000,"M",52,"P",35000,-1.03168,"N",12.4292161968444,10.4631033404715
"N",250000,"F",55,"S",15000,-1.29617,"N",12.4292161968444,9.61580548008435
"N",250000,"F",50,"P",35000,0.6853,"Y",12.4292161968444,10.4631033404715
"N",250000,"F",24,"P",7500,-1.2202,"N",12.4292161968444,8.9226582995244
"N",250000,"F",26,"PS",35000,-1.29617,"N",12.4292161968444,10.4631033404715
"N",250000,"M",23,"PS",35000,-1.01268,"N",12.4292161968444,10.4631033404715
"N",250000,"F",55,"S",35000,-0.38049,"N",12.4292161968444,10.4631033404715
"N",250000,"F",37,"S",35000,-0.46709,"U",12.4292161968444,10.4631033404715
"N",250000,"M",38,"PS",15000,-0.88584,"N",12.4292161968444,9.61580548008435
"N",250000,"M",18,"PS",75000,-1.21974,"N",12.4292161968444,11.2252433925184
"N",250000,"M",36,"S",35000,-0.40254,"N",12.4292161968444,10.4631033404715
"N",250000,"F",18,"S",NA,-1.22081,"N",12.4292161968444,NA
"N",250000,"F",36,"S",7500,1.40604,"Y",12.4292161968444,8.9226582995244
"N",250000,"F",65,"PS",125000,-0.9981,"N",12.4292161968444,11.7360690162844
"N",250000,"F",26,"PS",75000,1.48284,"Y",12.4292161968444,11.2252433925184
"N",250000,"F",55,"S",75000,1.44104,"Y",12.4292161968444,11.2252433925184
"N",250000,"F",59,"S",35000,1.5877,"Y",12.4292161968444,10.4631033404715
"N",250000,"M",18,"S",15000,-0.70887,"A",12.4292161968444,9.61580548008435
"N",250000,"M",70,"P",7500,-0.36585,"N",12.4292161968444,8.9226582995244
"N",250000,"F",24,"PS",35000,1.27926,"Y",12.4292161968444,10.4631033404715
"N",250000,"F",26,"PS",75000,-1.10017,"N",12.4292161968444,11.2252433925184
"N",250000,"F",44,"PS",75000,1.44183,"Y",12.4292161968444,11.2252433925184
"N",250000,"M",53,"S",15000,-1.29617,"N",12.4292161968444,9.61580548008435
"N",250000,"M",35,"PS",125000,-0.72892,"N",12.4292161968444,11.7360690162844
"N",250000,"F",26,"PS",125000,1.4162,"Y",12.4292161968444,11.7360690162844
"N",250000,"M",37,"P",15000,0.41711,"N",12.4292161968444,9.61580548008435
"N",250000,"F",70,"PS",125000,1.44896,"Y",12.4292161968444,11.7360690162844
"N",250000,"M",23,"PS",35000,-1.25795,"N",12.4292161968444,10.4631033404715
"N",250000,"F",18,"S",35000,1.50986,"Y",12.4292161968444,10.4631033404715
"N",87500,"M",41,"PS",35000,-0.47135,"A",11.3793940723457,10.4631033404715
"N",87500,"F",30,"P",15000,1.60783,"Y",11.3793940723457,9.61580548008435
"N",87500,"F",46,"P",7500,1.51786,"Y",11.3793940723457,8.9226582995244
"N",87500,"M",22,"P",15000,-0.51949,"N",11.3793940723457,9.61580548008435
"N",87500,"F",26,"S",15000,-0.34236,"A",11.3793940723457,9.61580548008435
"N",87500,"F",42,"P",15000,1.54808,"Y",11.3793940723457,9.61580548008435
"N",87500,"F",25,"S",15000,1.37129,"Y",11.3793940723457,9.61580548008435
"N",87500,"M",42,"P",15000,1.5877,"Y",11.3793940723457,9.61580548008435
"N",87500,"M",32,"PS",75000,1.36312,"Y",11.3793940723457,11.2252433925184
"N",87500,"F",51,"P",2500,1.59607,"Y",11.3793940723457,7.82404601085629
"N",87500,"M",18,"S",15000,-1.10367,"N",11.3793940723457,9.61580548008435
"N",87500,"F",44,"PS",35000,-0.71653,"N",11.3793940723457,10.4631033404715
"N",87500,"M",40,"S",15000,-1.03937,"N",11.3793940723457,9.61580548008435
"N",87500,"F",33,"S",2500,-1.14317,"N",11.3793940723457,7.82404601085629
"N",87500,"F",21,"S",35000,0.54901,"Y",11.3793940723457,10.4631033404715
"N",87500,"F",28,"P",15000,1.19006,"U",11.3793940723457,9.61580548008435
"N",87500,"F",37,"S",7500,-0.6617,"N",11.3793940723457,8.9226582995244
"N",87500,"F",58,"P",7500,1.4527,"Y",11.3793940723457,8.9226582995244
"N",87500,"M",37,"S",75000,1.40361,"Y",11.3793940723457,11.2252433925184
"N",87500,"M",18,"P",35000,-0.12713,"Y",11.3793940723457,10.4631033404715
"N",45000,"F",33,"S",35000,0.9475,"Y",10.7144177687525,10.4631033404715
"N",45000,"F",45,"P",15000,0.83473,"U",10.7144177687525,9.61580548008435
"N",45000,"F",34,"S",15000,1.43653,"Y",10.7144177687525,9.61580548008435
"N",45000,"M",25,"PS",35000,0.32764,"Y",10.7144177687525,10.4631033404715
"N",45000,"M",70,"P",75000,0.01309,NA,10.7144177687525,11.2252433925184
"N",45000,"M",46,"P",35000,1.56214,"U",10.7144177687525,10.4631033404715
"N",45000,"F",63,"P",7500,-0.78362,"U",10.7144177687525,8.9226582995244
"N",45000,"F",53,"P",15000,0.9948,"Y",10.7144177687525,9.61580548008435
"N",45000,"M",32,"S",35000,-0.16227,"A",10.7144177687525,10.4631033404715
"N",45000,"F",31,"PS",35000,0.98196,"Y",10.7144177687525,10.4631033404715
"N",45000,"M",23,"P",15000,0.37411,"Y",10.7144177687525,9.61580548008435
"N",45000,"F",25,"P",15000,1.33395,"Y",10.7144177687525,9.61580548008435
"N",45000,"F",39,"PS",15000,-0.59827,"N",10.7144177687525,9.61580548008435
"N",45000,"F",25,"P",15000,0.43403,"Y",10.7144177687525,9.61580548008435
"N",45000,"M",48,"P",7500,1.62138,"Y",10.7144177687525,8.9226582995244
"N",45000,"M",65,"S",2500,1.39445,"A",10.7144177687525,7.82404601085629
"N",45000,"F",25,"P",15000,1.5877,"Y",10.7144177687525,9.61580548008435
"N",45000,"M",18,"S",15000,1.4156,"Y",10.7144177687525,9.61580548008435
"N",45000,"F",49,"P",NA,1.20211,"Y",10.7144177687525,NA
"N",45000,"F",66,"P",2500,-1.29617,"N",10.7144177687525,7.82404601085629
"N",3750,"M",60,"P",75000,-0.38693,"N",8.22951111896446,11.2252433925184
"N",3750,"M",37,"PS",35000,-0.58756,"N",8.22951111896446,10.4631033404715
"N",3750,"F",61,"S",15000,1.44401,"U",8.22951111896446,9.61580548008435
"N",3750,"F",34,"S",35000,0.02178,"N",8.22951111896446,10.4631033404715
"N",3750,"M",28,"S",15000,-0.66899,"N",8.22951111896446,9.61580548008435
"N",3750,"M",59,"P",35000,1.19563,"Y",8.22951111896446,10.4631033404715
"N",3750,"M",21,"P",15000,-0.04558,"N",8.22951111896446,9.61580548008435
"N",3750,"F",27,"S",2500,0.65137,"Y",8.22951111896446,7.82404601085629
"N",3750,"F",53,NA,15000,0.57867,"Y",8.22951111896446,9.61580548008435
"N",3750,"M",24,"S",15000,-0.95939,"N",8.22951111896446,9.61580548008435
"N",3750,"M",59,"P",7500,1.41416,"Y",8.22951111896446,8.9226582995244
"N",3750,"F",48,"P",7500,1.21125,"Y",8.22951111896446,8.9226582995244
"N",3750,"F",26,"P",2500,1.50986,"Y",8.22951111896446,7.82404601085629
"N",3750,"M",64,"P",7500,0.98716,"Y",8.22951111896446,8.9226582995244
"N",3750,"M",20,"P",15000,1.05745,"Y",8.22951111896446,9.61580548008435
"N",3750,"M",25,"S",15000,0.34737,"Y",8.22951111896446,9.61580548008435
"N",3750,"F",49,"P",7500,0.15444,"Y",8.22951111896446,8.9226582995244
"N",3750,"M",70,"P",35000,-1.10356,"N",8.22951111896446,10.4631033404715
"N",3750,"F",22,"S",15000,1.05653,"Y",8.22951111896446,9.61580548008435
"N",3750,"M",18,"P",15000,0.0224,"Y",8.22951111896446,9.61580548008435
"N",125000,"F",58,"PS",35000,-0.82454,"U",11.7360690162844,10.4631033404715
"N",125000,"M",31,"S",35000,-0.91124,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",48,"PS",35000,-0.82983,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",64,"P",15000,1.33246,"U",11.7360690162844,9.61580548008435
"N",125000,"F",23,"S",15000,1.44853,"Y",11.7360690162844,9.61580548008435
"N",125000,"F",59,"P",7500,0.1502,"U",11.7360690162844,8.9226582995244
"N",125000,"M",28,"PS",7500,-0.76181,NA,11.7360690162844,8.9226582995244
"N",125000,"F",37,"S",15000,-0.64763,"U",11.7360690162844,9.61580548008435
"N",125000,"F",28,"S",35000,-1.07837,"N",11.7360690162844,10.4631033404715
"N",125000,"F",51,"S",7500,-0.78943,"U",11.7360690162844,8.9226582995244
"N",125000,"F",27,"S",7500,0.29045,"Y",11.7360690162844,8.9226582995244
"N",125000,"M",38,"S",15000,-0.89647,"N",11.7360690162844,9.61580548008435
"N",125000,"M",34,"PS",35000,-1.29617,"N",11.7360690162844,10.4631033404715
"N",125000,"F",46,"P",2500,-1.29617,"N",11.7360690162844,7.82404601085629
"N",125000,"M",25,"S",7500,-0.92377,"N",11.7360690162844,8.9226582995244
"N",125000,"M",29,"S",75000,-0.6018,"Y",11.7360690162844,11.2252433925184
"N",125000,"F",26,"P",15000,1.3646,"A",11.7360690162844,9.61580548008435
"N",125000,"F",34,"P",7500,0.57019,"Y",11.7360690162844,8.9226582995244
"N",125000,"M",66,"P",7500,-0.18511,"Y",11.7360690162844,8.9226582995244
"N",125000,"F",44,"P",35000,1.51576,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",38,"S",7500,0.07104,"A",11.7360690162844,8.9226582995244
"N",125000,"M",39,"S",7500,0.75719,"Y",11.7360690162844,8.9226582995244
"N",125000,"F",22,"S",15000,-1.07861,"N",11.7360690162844,9.61580548008435
"N",125000,"F",47,"P",15000,1.43653,"Y",11.7360690162844,9.61580548008435
"N",125000,"M",24,"S",35000,0.00883,"Y",11.7360690162844,10.4631033404715
"N",125000,"M",27,"S",35000,1.34829,"Y",11.7360690162844,10.4631033404715
"N",125000,"F",21,"S",75000,-1.15231,"N",11.7360690162844,11.2252433925184
"N",125000,"M",36,"PS",75000,1.01364,"Y",11.7360690162844,11.2252433925184
"N",125000,"F",62,"P",15000,0.23772,"Y",11.7360690162844,9.61580548008435
"N",125000,"M",24,"PS",NA,-0.72038,"N",11.7360690162844,NA
"N",125000,"M",48,"P",15000,-1.14049,NA,11.7360690162844,9.61580548008435
"N",125000,"F",70,"P",15000,1.25145,"Y",11.7360690162844,9.61580548008435
"N",125000,"F",49,"P",35000,0.61995,"U",11.7360690162844,10.4631033404715
"N",125000,"M",33,"S",35000,0.12409,"A",11.7360690162844,10.4631033404715
"N",125000,"F",35,"P",15000,-1.19054,"N",11.7360690162844,9.61580548008435
"N",125000,"F",29,"P",15000,1.23505,"Y",11.7360690162844,9.61580548008435
"N",125000,"F",38,"P",15000,1.24225,"Y",11.7360690162844,9.61580548008435
"N",125000,"M",21,"S",35000,-0.56293,"N",11.7360690162844,10.4631033404715
"N",125000,"F",59,"PS",35000,-1.18011,"N",11.7360690162844,10.4631033404715
"N",125000,"M",59,"P",15000,1.37738,"Y",11.7360690162844,9.61580548008435
"N",15000,"M",63,"P",7500,0.57069,"A",9.61580548008435,8.9226582995244
"N",15000,"F",27,"P",75000,-1.1401,"A",9.61580548008435,11.2252433925184
"N",15000,"M",24,"PS",35000,-0.89647,"N",9.61580548008435,10.4631033404715
"N",15000,"F",37,"P",15000,-0.33039,"U",9.61580548008435,9.61580548008435
"N",15000,"M",30,"S",35000,-0.95133,"A",9.61580548008435,10.4631033404715
"N",15000,"M",53,"P",15000,-1.03452,"U",9.61580548008435,9.61580548008435
"N",15000,"F",31,"S",15000,0.29023,"Y",9.61580548008435,9.61580548008435
"N",15000,"M",27,"P",15000,-0.20566,"N",9.61580548008435,9.61580548008435
"N",15000,"F",29,"P",35000,0.96777,"Y",9.61580548008435,10.4631033404715
"N",15000,"F",33,"P",15000,0.82724,"Y",9.61580548008435,9.61580548008435
"N",15000,"F",27,"P",15000,1.07644,"Y",9.61580548008435,9.61580548008435
"N",15000,"M",66,"P",15000,-0.53327,"U",9.61580548008435,9.61580548008435
"N",15000,"M",27,"P",7500,-1.29617,"U",9.61580548008435,8.9226582995244
"N",15000,"F",50,"P",35000,-0.82904,"U",9.61580548008435,10.4631033404715
"N",15000,"M",64,"P",7500,-1.19662,"N",9.61580548008435,8.9226582995244
"N",15000,"F",59,"P",7500,-0.0725,"N",9.61580548008435,8.9226582995244
"N",15000,"F",32,"S",15000,-0.87318,"Y",9.61580548008435,9.61580548008435
"N",15000,"M",26,"S",75000,1.55477,"Y",9.61580548008435,11.2252433925184
"N",15000,"M",20,"S",15000,-0.5265,"A",9.61580548008435,9.61580548008435
"N",15000,"M",39,"P",15000,1.3766,"Y",9.61580548008435,9.61580548008435
"N",87500,"F",29,"PS",15000,-1.23032,"N",11.3793940723457,9.61580548008435
"N",87500,"F",47,"P",35000,1.22543,"Y",11.3793940723457,10.4631033404715
"N",87500,"M",68,"P",15000,1.40952,"Y",11.3793940723457,9.61580548008435
"N",87500,"M",19,"P",7500,0.90496,"U",11.3793940723457,8.9226582995244
"N",87500,"F",35,"P",7500,-1.23032,"Y",11.3793940723457,8.9226582995244
"N",87500,"F",29,"P",7500,0.40561,"Y",11.3793940723457,8.9226582995244
"N",87500,"M",58,"P",15000,-1.29617,"N",11.3793940723457,9.61580548008435
"N",87500,"M",70,"P",15000,-0.13177,"Y",11.3793940723457,9.61580548008435
"N",87500,"F",36,"P",15000,-0.46162,"N",11.3793940723457,9.61580548008435
"N",87500,"M",30,"S",35000,-1.00254,"N",11.3793940723457,10.4631033404715
"N",87500,"M",31,"P",15000,-0.93686,"Y",11.3793940723457,9.61580548008435
"N",87500,"M",31,"P",7500,-0.89725,"N",11.3793940723457,8.9226582995244
"N",87500,"F",30,"P",7500,-1.11878,"U",11.3793940723457,8.9226582995244
"N",87500,"M",37,"S",15000,-1.29617,"N",11.3793940723457,9.61580548008435
"N",87500,"F",48,"P",7500,-1.23032,"U",11.3793940723457,8.9226582995244
"N",87500,"M",20,"S",NA,-0.18727,"N",11.3793940723457,NA
"N",87500,"F",52,"P",15000,0.21063,"N",11.3793940723457,9.61580548008435
"N",87500,"M",70,"P",7500,0.07094,"A",11.3793940723457,8.9226582995244
"N",87500,"F",50,"P",15000,0.51411,"Y",11.3793940723457,9.61580548008435
"N",87500,"F",29,"P",15000,0.09532,"A",11.3793940723457,9.61580548008435
"N",25000,"M",24,"S",75000,-1.26552,NA,10.1266311038503,11.2252433925184
"N",25000,"F",37,"P",15000,1.17633,"U",10.1266311038503,9.61580548008435
"N",25000,"M",68,"P",15000,1.37208,"Y",10.1266311038503,9.61580548008435
"N",25000,"F",29,"P",35000,1.01672,"Y",10.1266311038503,10.4631033404715
"N",25000,"F",35,"P",2500,0.05559,"Y",10.1266311038503,7.82404601085629
"N",25000,"M",24,"S",7500,0.77841,"Y",10.1266311038503,8.9226582995244
"N",25000,"F",60,"S",35000,1.46136,"Y",10.1266311038503,10.4631033404715
"N",25000,"M",21,"S",35000,-1.00054,"N",10.1266311038503,10.4631033404715
"N",25000,"M",53,"PS",35000,-1.29617,"N",10.1266311038503,10.4631033404715
"N",25000,"F",35,"PS",35000,-0.81863,"U",10.1266311038503,10.4631033404715
"N",25000,"F",60,"P",7500,-0.69788,"A",10.1266311038503,8.9226582995244
"N",25000,"F",49,"P",15000,-1.2727,NA,10.1266311038503,9.61580548008435
"N",25000,"F",26,"S",7500,-1.03006,"N",10.1266311038503,8.9226582995244
"N",25000,"M",28,"S",15000,0.48311,"A",10.1266311038503,9.61580548008435
"N",25000,"M",43,"S",35000,-1.29617,"N",10.1266311038503,10.4631033404715
"N",25000,"M",35,"PS",200000,-0.95913,"A",10.1266311038503,12.2060726455302
"N",25000,"F",23,"P",15000,1.21184,"Y",10.1266311038503,9.61580548008435
"N",25000,"M",26,"S",15000,-1.1868,"N",10.1266311038503,9.61580548008435
"N",25000,"F",58,"P",35000,0.53257,"N",10.1266311038503,10.4631033404715
"N",25000,"F",70,"P",15000,1.33444,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",44,"P",7500,-0.96154,"U",10.1266311038503,8.9226582995244
"C",25000,"M",32,"S",15000,-0.87595,"N",10.1266311038503,9.61580548008435
"C",25000,"F",32,"S",15000,0.73621,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",60,"S",15000,-0.78119,"N",10.1266311038503,9.61580548008435
"C",25000,"M",45,"P",15000,1.08003,"U",10.1266311038503,9.61580548008435
"C",25000,"F",45,"P",15000,0.32158,"U",10.1266311038503,9.61580548008435
"C",25000,"M",21,"P",2500,1.03727,"Y",10.1266311038503,7.82404601085629
"C",25000,"M",32,"S",35000,-1.25795,"N",10.1266311038503,10.4631033404715
"C",25000,"M",44,"PS",35000,-1.29617,"N",10.1266311038503,10.4631033404715
"C",25000,"M",56,"S",75000,1.51576,"Y",10.1266311038503,11.2252433925184
"C",25000,"F",67,"P",15000,-0.52966,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",27,"S",35000,1.19271,"Y",10.1266311038503,10.4631033404715
