"statusquo","vote","voteYES"
-0.58756,"N",0
0.02178,"N",0
-0.66899,"N",0
1.19563,"Y",1
-0.04558,"N",0
0.65137,"Y",1
-0.95939,"N",0
1.41416,"Y",1
1.21125,"Y",1
1.50986,"Y",1
0.98716,"Y",1
1.05745,"Y",1
0.34737,"Y",1
0.15444,"Y",1
-1.10356,"N",0
1.05653,"Y",1
0.0224,"Y",1
-0.91124,"Y",1
-0.82983,"Y",1
1.44853,"Y",1
-1.07837,"N",0
0.29045,"Y",1
-0.89647,"N",0
-1.29617,"N",0
-1.29617,"N",0
-0.92377,"N",0
-0.6018,"Y",1
0.57019,"Y",1
-0.18511,"Y",1
1.51576,"Y",1
0.75719,"Y",1
-1.07861,"N",0
1.43653,"Y",1
0.00883,"Y",1
1.34829,"Y",1
-1.15231,"N",0
1.01364,"Y",1
0.23772,"Y",1
1.25145,"Y",1
-1.19054,"N",0
1.23505,"Y",1
1.24225,"Y",1
-0.56293,"N",0
-1.18011,"N",0
1.37738,"Y",1
-0.89647,"N",0
0.29023,"Y",1
-0.20566,"N",0
0.96777,"Y",1
0.82724,"Y",1
1.07644,"Y",1
-1.19662,"N",0
-0.0725,"N",0
-0.87318,"Y",1
1.55477,"Y",1
1.3766,"Y",1
-1.23032,"N",0
1.22543,"Y",1
1.40952,"Y",1
-1.23032,"Y",1
0.40561,"Y",1
-1.29617,"N",0
-0.13177,"Y",1
-0.46162,"N",0
-1.00254,"N",0
-0.93686,"Y",1
-0.89725,"N",0
-1.29617,"N",0
0.21063,"N",0
0.51411,"Y",1
1.37208,"Y",1
1.01672,"Y",1
0.05559,"Y",1
0.77841,"Y",1
1.46136,"Y",1
-1.00054,"N",0
-1.29617,"N",0
-1.03006,"N",0
-1.29617,"N",0
1.21184,"Y",1
-1.1868,"N",0
0.53257,"N",0
1.33444,"Y",1
-0.87595,"N",0
0.73621,"Y",1
-0.78119,"N",0
1.03727,"Y",1
-1.25795,"N",0
-1.29617,"N",0
1.51576,"Y",1
-0.52966,"Y",1
1.19271,"Y",1
-1.29617,"N",0
-1.29617,"N",0
-0.61861,"N",0
-1.26325,"N",0
-1.29617,"N",0
-1.25795,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.19504,"N",0
-1.14049,"N",0
-0.30372,"N",0
-1.21834,"N",0
1.5877,"Y",1
-1.29617,"N",0
-0.21637,"N",0
1.43772,"Y",1
-1.03566,"N",0
1.15628,"Y",1
-0.64455,"N",0
0.66781,"Y",1
-0.897,"N",0
-0.92939,"N",0
-1.08055,"N",0
0.66877,"Y",1
0.77374,"Y",1
1.25914,"Y",1
1.5877,"Y",1
1.59802,"Y",1
0.93454,"Y",1
-1.06991,"N",0
-1.29617,"N",0
-1.00007,"N",0
-1.14103,"N",0
-1.14361,"N",0
-1.29617,"N",0
-1.15092,"N",0
-1.29617,"N",0
-1.07977,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
-0.75604,"N",0
0.36202,"Y",1
-0.86459,"N",0
1.47024,"Y",1
1.54808,"Y",1
-0.98933,"N",0
-0.99498,"N",0
0.42459,"Y",1
-0.72868,"N",0
-1.09392,"N",0
-1.18933,"N",0
1.29276,"Y",1
1.10717,"Y",1
0.4198,"N",0
1.25272,"Y",1
1.44401,"Y",1
-0.64767,"N",0
1.44738,"Y",1
-1.29617,"N",0
-1.11826,"N",0
1.46885,"Y",1
-1.25795,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
0.75644,"Y",1
1.22853,"Y",1
-1.29617,"N",0
-1.1113,"N",0
-1.29617,"N",0
-0.21633,"N",0
-1.18151,"N",0
0.26703,"Y",1
-0.96845,"N",0
-0.93017,"N",0
-1.29617,"N",0
1.37208,"Y",1
-1.29617,"N",0
-1.29617,"N",0
-0.56792,"Y",1
-0.94371,"N",0
0.53491,"Y",1
-1.27876,"N",0
1.47262,"Y",1
-1.33198,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
1.09519,"Y",1
-0.65599,"N",0
-0.85881,"N",0
-1.29617,"N",0
-1.03486,"N",0
0.4159,"Y",1
-0.75072,"N",0
-1.29617,"N",0
-1.00723,"Y",1
0.03479,"Y",1
-0.69434,"N",0
-1.1824,"N",0
0.127,"Y",1
-1.07569,"N",0
-0.64344,"N",0
-1.15421,"N",0
1.30163,"Y",1
0.86302,"Y",1
0.87325,"Y",1
-0.84928,"N",0
-0.22146,"Y",1
-1.29617,"N",0
-1.22301,"N",0
-1.30351,"Y",1
-1.25795,"N",0
1.50846,"Y",1
-0.97459,"N",0
0.84207,"Y",1
1.38659,"Y",1
-0.8109,"N",0
-1.29617,"N",0
1.34452,"Y",1
-1.17732,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
1.23437,"Y",1
-0.80253,"N",0
1.39831,"Y",1
1.3094,"Y",1
-0.54021,"N",0
-1.06935,"N",0
-0.1658,"Y",1
1.13365,"Y",1
-0.90844,"N",0
-1.19739,"N",0
-1.1886,"N",0
1.5877,"Y",1
-1.29629,"N",0
-0.68517,"N",0
-1.25795,"N",0
-1.29617,"N",0
-1.25795,"N",0
-0.08274,"Y",1
0.80306,"Y",1
1.32322,"Y",1
0.51325,"Y",1
1.5877,"Y",1
1.12054,"Y",1
-0.21059,"N",0
1.29609,"Y",1
1.48693,"Y",1
-1.14049,"N",0
-0.08662,"N",0
-0.88127,"N",0
-1.13456,"N",0
-1.18401,"N",0
-0.34932,"Y",1
1.33168,"Y",1
-0.04547,"N",0
0.58791,"Y",1
-1.14049,"N",0
1.21521,"Y",1
-0.55437,"N",0
-0.5497,"N",0
-1.03701,"N",0
-0.26969,"N",0
1.00672,"Y",1
-0.13466,"N",0
-0.18149,"N",0
-1.29617,"N",0
0.76091,"Y",1
0.00293,"Y",1
1.43009,"Y",1
-0.09579,"Y",1
-0.56194,"Y",1
1.5877,"Y",1
1.40283,"Y",1
-1.29617,"N",0
-1.22503,"N",0
1.43653,"Y",1
-1.29617,"N",0
-0.60929,"N",0
1.19498,"Y",1
-1.29617,"N",0
1.24709,"Y",1
-0.66475,"Y",1
-1.22285,"N",0
1.43793,"Y",1
-1.21695,"N",0
1.54808,"Y",1
0.90752,"Y",1
-1.00723,"N",0
-1.27876,"N",0
-1.25795,"N",0
-1.05257,"N",0
-0.6507,"N",0
-0.98901,"N",0
-1.17312,"N",0
0.97835,"Y",1
-0.79884,"N",0
1.51126,"Y",1
0.75833,"Y",1
1.38337,"Y",1
-1.07377,"N",0
1.11235,"Y",1
-0.69377,"N",0
0.55558,"Y",1
0.7835,"Y",1
1.30775,"Y",1
0.96337,"Y",1
-0.72698,"N",0
1.28602,"Y",1
0.19175,"N",0
-1.11878,"N",0
1.47024,"Y",1
1.34591,"Y",1
-0.56775,"N",0
-1.21974,"N",0
1.5877,"Y",1
1.5877,"Y",1
0.01279,"N",0
1.07897,"Y",1
-0.97431,"N",0
-0.92695,"N",0
-0.70263,"N",0
-1.14049,"N",0
0.89793,"Y",1
1.24161,"Y",1
-1.22503,"N",0
1.56817,"Y",1
-0.40299,"N",0
-1.29617,"N",0
-1.29617,"N",0
1.48894,"Y",1
1.51326,"Y",1
-1.14579,"N",0
-1.30485,"N",0
0.90604,"Y",1
0.81951,"Y",1
1.0111,"N",0
-1.0234,"N",0
1.5877,"Y",1
-1.29617,"N",0
1.50846,"Y",1
-0.6341,"Y",1
1.44322,"Y",1
-0.62453,"Y",1
-1.21873,"N",0
-1.29617,"N",0
-0.98189,"N",0
1.40361,"Y",1
0.84305,"Y",1
0.06239,"N",0
1.33246,"Y",1
0.87593,"Y",1
1.68665,"Y",1
-1.26325,"N",0
-0.80882,"N",0
1.41999,"Y",1
-1.06433,"N",0
-0.75159,"N",0
-0.16861,"N",0
-0.73188,"N",0
-1.14103,"N",0
-0.96823,"N",0
1.03942,"Y",1
-1.29617,"N",0
0.32782,"Y",1
-1.11878,"N",0
-1.29617,"N",0
1.3924,"Y",1
-0.80408,"N",0
1.47157,"Y",1
-1.05333,"N",0
-0.12877,"N",0
-1.19148,"N",0
-0.55326,"N",0
-1.25986,"N",0
-1.21834,"N",0
1.5877,"Y",1
1.1384,"Y",1
0.29898,"Y",1
-1.18011,"N",0
-0.70445,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
1.5877,"Y",1
0.74317,"Y",1
-1.29617,"N",0
-1.14456,"N",0
0.91463,"Y",1
-1.15225,"N",0
0.9464,"Y",1
-0.79157,"N",0
0.35572,"Y",1
0.44717,"Y",1
0.06371,"Y",1
-0.19457,"N",0
1.41116,"Y",1
-0.99973,"N",0
-1.07308,"N",0
-0.7163,"N",0
-1.00592,"N",0
-0.99275,"N",0
1.47615,"Y",1
0.96198,"Y",1
0.79963,"Y",1
-0.73973,"N",0
-1.08349,"N",0
1.56861,"Y",1
-1.29617,"N",0
0.80323,"Y",1
0.29779,"Y",1
1.5877,"Y",1
-0.9757,"N",0
-0.64524,"N",0
0.81443,"Y",1
0.71902,"Y",1
0.35864,"Y",1
-1.08876,"N",0
1.09242,"Y",1
1.43653,"Y",1
-0.83828,"N",0
-0.54836,"N",0
-1.25795,"N",0
0.04945,"Y",1
-1.25861,"N",0
-1.00739,"N",0
-0.82423,"N",0
0.25733,"Y",1
-0.82337,"N",0
0.57449,"Y",1
-0.2559,"N",0
1.00124,"Y",1
1.28046,"Y",1
-0.76832,"Y",1
0.02383,"Y",1
-1.29617,"N",0
0.69169,"Y",1
1.3601,"Y",1
1.32047,"Y",1
1.35787,"Y",1
1.08088,"Y",1
0.75797,"Y",1
1.47615,"Y",1
1.4045,"Y",1
-1.22876,"N",0
1.45616,"Y",1
1.55465,"Y",1
1.50229,"Y",1
1.5877,"Y",1
-0.95379,"N",0
1.5877,"Y",1
1.43653,"Y",1
0.68807,"Y",1
-1.19137,"N",0
1.33829,"Y",1
1.35481,"Y",1
-1.22258,"N",0
-0.88064,"N",0
0.34316,"Y",1
-0.02385,"Y",1
1.29424,"Y",1
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.29617,"N",0
1.54802,"Y",1
0.5492,"Y",1
1.43203,"Y",1
1.17367,"Y",1
1.1643,"Y",1
1.26956,"Y",1
0.96938,"Y",1
-0.73957,"N",0
1.25084,"Y",1
0.69887,"Y",1
1.25306,"Y",1
-1.29617,"N",0
0.19914,"Y",1
1.31037,"Y",1
1.48547,"Y",1
1.1538,"Y",1
-0.2688,"N",0
-0.89149,"Y",1
-0.97181,"N",0
-0.86092,"N",0
1.04754,"Y",1
0.20483,"Y",1
-1.26247,"N",0
1.30792,"Y",1
-0.78802,"N",0
-0.72822,"N",0
-1.18323,"N",0
1.43793,"Y",1
-1.10367,"N",0
-0.50424,"N",0
1.1493,"Y",1
1.09701,"Y",1
0.71448,"Y",1
1.0188,"Y",1
0.83115,"Y",1
-1.00723,"N",0
-1.08585,"N",0
-0.96528,"N",0
0.93522,"Y",1
1.55399,"Y",1
0.97823,"Y",1
1.40361,"Y",1
1.33246,"Y",1
1.43732,"Y",1
1.5877,"Y",1
0.81609,"Y",1
1.32935,"Y",1
1.51284,"N",0
0.90908,"Y",1
-1.1464,"N",0
-0.9406,"N",0
0.74986,"Y",1
0.96249,"Y",1
0.401,"Y",1
1.5877,"Y",1
1.55477,"Y",1
-0.69048,"Y",1
1.36539,"Y",1
1.39692,"Y",1
0.16282,"Y",1
1.25257,"Y",1
0.31096,"Y",1
1.40361,"Y",1
-0.31346,"N",0
1.27441,"Y",1
0.99792,"Y",1
1.09549,"Y",1
0.10905,"Y",1
-0.97943,"N",0
-0.08141,"Y",1
0.80633,"Y",1
1.27567,"Y",1
-0.96901,"N",0
0.14576,"Y",1
1.54808,"Y",1
0.24455,"Y",1
1.43793,"Y",1
1.39241,"Y",1
-0.37017,"Y",1
1.18326,"Y",1
1.36173,"Y",1
-1.29617,"N",0
-0.0493,"N",0
0.12341,"Y",1
-0.7125,"N",0
0.2575,"Y",1
1.5877,"Y",1
-1.19739,"N",0
1.46885,"Y",1
1.47615,"Y",1
0.40498,"Y",1
-1.29293,"N",0
-1.1517,"N",0
0.98762,"Y",1
0.05047,"Y",1
-0.88716,"N",0
-0.1693,"N",0
-0.9353,"N",0
-0.80281,"N",0
-1.0632,"N",0
-1.03503,"N",0
1.26582,"Y",1
-0.05113,"Y",1
0.64423,"Y",1
-0.07279,"N",0
0.53116,"Y",1
1.40283,"Y",1
-1.14049,"N",0
-1.09015,"N",0
-0.56055,"N",0
-0.92939,"N",0
-0.16832,"N",0
1.04304,"Y",1
-0.88666,"Y",1
-1.2204,"N",0
-1.19438,"N",0
1.3454,"Y",1
-1.21974,"N",0
-0.81078,"N",0
1.3274,"Y",1
-0.28245,"N",0
-1.30713,"N",0
-1.1517,"N",0
-0.97273,"N",0
1.35949,"Y",1
-0.48129,"N",0
-1.18602,"N",0
-1.29617,"N",0
-0.78299,"N",0
-0.69824,"N",0
-1.22285,"N",0
-0.72077,"N",0
-1.05625,"N",0
-0.08136,"N",0
-1.29617,"N",0
0.55703,"Y",1
-1.05197,"Y",1
-1.04084,"N",0
-1.29617,"N",0
-1.21232,"N",0
-1.11744,"N",0
-1.04075,"N",0
-1.06681,"N",0
1.39831,"Y",1
-1.00003,"N",0
0.34456,"Y",1
-1.29617,"N",0
-0.29019,"Y",1
1.5877,"Y",1
0.43869,"N",0
-0.97949,"N",0
-1.10088,"N",0
1.47476,"Y",1
-0.9089,"N",0
0.47789,"Y",1
-0.67253,"N",0
-0.88058,"N",0
-1.06673,"N",0
-1.07899,"N",0
-0.99975,"N",0
-1.20544,"N",0
1.43203,"N",0
-1.29617,"N",0
0.25023,"Y",1
0.81611,"Y",1
-1.06129,"N",0
-0.27926,"Y",1
0.74066,"Y",1
-1.19945,"N",0
-0.80256,"N",0
1.38626,"Y",1
-0.90237,"N",0
-0.79222,"N",0
1.55477,"Y",1
-1.29617,"N",0
-1.11956,"N",0
-0.40754,"N",0
-0.79464,"N",0
-1.29617,"N",0
1.43203,"Y",1
-0.76597,"N",0
-0.44311,"N",0
1.46885,"Y",1
1.68819,"Y",1
1.03459,"Y",1
0.32316,"Y",1
-1.00879,"N",0
-1.00877,"N",0
1.5877,"Y",1
0.90441,"Y",1
0.17868,"Y",1
-0.86197,"N",0
1.5877,"Y",1
-0.99603,"N",0
-0.96762,"N",0
-1.1464,"N",0
-0.21053,"N",0
0.95611,"N",0
-1.04877,"N",0
-1.21695,"N",0
-0.88369,"N",0
-1.04155,"N",0
0.4324,"Y",1
-1.29617,"N",0
-0.25351,"N",0
-0.72379,"Y",1
0.81197,"Y",1
-0.62189,"N",0
-1.29617,"N",0
-0.51062,"N",0
-0.93163,"N",0
1.48145,"Y",1
1.25522,"Y",1
0.0072,"N",0
1.29306,"Y",1
1.5877,"Y",1
1.39971,"Y",1
1.24248,"Y",1
-1.29617,"N",0
1.18476,"Y",1
0.35728,"Y",1
1.22013,"Y",1
0.95449,"Y",1
0.36676,"N",0
1.18423,"Y",1
1.22566,"Y",1
1.38957,"Y",1
1.33244,"Y",1
1.5935,"Y",1
1.19527,"Y",1
1.2728,"Y",1
-1.04106,"N",0
1.47476,"Y",1
1.5038,"Y",1
1.20337,"Y",1
1.44322,"Y",1
1.456,"Y",1
1.17549,"Y",1
-1.22876,"N",0
0.2422,"N",0
0.67166,"Y",1
1.21306,"Y",1
1.19375,"Y",1
1.5877,"Y",1
1.5877,"Y",1
0.83702,"Y",1
1.47024,"Y",1
-0.26722,"N",0
1.3526,"Y",1
1.13002,"Y",1
0.50186,"N",0
1.47615,"Y",1
1.5877,"Y",1
1.08435,"Y",1
1.36539,"Y",1
-1.29617,"N",0
-1.22876,"N",0
1.5877,"Y",1
0.229,"N",0
-0.2766,"Y",1
0.27658,"Y",1
1.29798,"Y",1
-0.28181,"N",0
0.36525,"Y",1
1.47024,"Y",1
-1.29617,"N",0
0.9508,"Y",1
-1.15693,"N",0
-0.33243,"N",0
1.29012,"Y",1
1.50846,"Y",1
1.00996,"Y",1
-1.21695,"N",0
1.48735,"Y",1
-0.26866,"N",0
0.90932,"Y",1
-0.08054,"Y",1
0.82505,"Y",1
-0.70898,"N",0
1.2641,"Y",1
0.97998,"Y",1
-0.85414,"N",0
1.58486,"Y",1
-0.35168,"N",0
1.43653,"Y",1
-0.20299,"Y",1
-0.44442,"N",0
0.32842,"Y",1
1.12564,"Y",1
-1.08646,"N",0
1.01395,"Y",1
-1.29617,"N",0
0.11316,"Y",1
-1.29617,"N",0
0.06119,"Y",1
-1.22285,"N",0
1.01661,"Y",1
-0.55281,"N",0
-1.23032,"N",0
-0.87337,"N",0
-1.12468,"N",0
-0.68757,"N",0
-0.03691,"Y",1
-1.04094,"N",0
1.36267,"Y",1
-1.06402,"N",0
-0.96697,"N",0
1.325,"Y",1
1.51515,"Y",1
-0.72318,"N",0
0.59896,"Y",1
1.5877,"Y",1
1.5877,"Y",1
0.57763,"N",0
1.5877,"Y",1
0.67327,"N",0
-0.97709,"N",0
1.57366,"Y",1
1.40952,"Y",1
1.5877,"Y",1
0.51637,"N",0
-1.00723,"N",0
0.20137,"Y",1
1.29424,"Y",1
-1.29617,"N",0
-1.29617,"N",0
0.97936,"Y",1
0.09844,"Y",1
-1.11878,"N",0
0.57369,"Y",1
1.06426,"Y",1
-0.54177,"N",0
1.26614,"Y",1
-0.80987,"N",0
0.30179,"Y",1
1.00098,"Y",1
-0.35694,"N",0
0.10233,"Y",1
-0.43537,"N",0
1.56059,"Y",1
1.36755,"Y",1
0.16314,"Y",1
-1.21834,"N",0
-1.14049,"N",0
1.54947,"Y",1
-0.92993,"N",0
0.9584,"Y",1
-0.98612,"N",0
-1.14049,"N",0
1.50201,"Y",1
-1.26853,"N",0
-1.03486,"N",0
-1.0495,"N",0
-1.29617,"N",0
-0.15788,"N",0
1.28625,"Y",1
1.12564,"Y",1
1.54808,"Y",1
1.54808,"Y",1
1.37299,"Y",1
0.68101,"Y",1
1.40449,"Y",1
-1.29617,"N",0
1.71355,"Y",1
1.43203,"Y",1
-1.04234,"N",0
0.41409,"N",0
1.14114,"Y",1
1.45955,"Y",1
0.50295,"Y",1
1.36617,"Y",1
1.39479,"Y",1
0.52178,"Y",1
0.39966,"Y",1
1.50986,"Y",1
1.01347,"Y",1
0.77456,"Y",1
0.52212,"Y",1
-1.29617,"Y",1
1.00888,"Y",1
1.09242,"Y",1
-0.61342,"N",0
0.73054,"Y",1
1.06803,"Y",1
-1.18323,"N",0
-0.92939,"N",0
-0.75084,"N",0
-1.25795,"N",0
1.09454,"Y",1
1.34252,"Y",1
-0.84411,"N",0
-1.14049,"N",0
-1.00723,"N",0
0.11541,"Y",1
-1.15309,"N",0
1.05894,"Y",1
1.43203,"Y",1
1.03393,"Y",1
0.43786,"Y",1
-0.32494,"N",0
1.49187,"Y",1
-0.66172,"N",0
-0.17095,"Y",1
1.43203,"Y",1
-0.93468,"N",0
-1.18993,"N",0
1.03251,"Y",1
1.00184,"Y",1
-0.84201,"N",0
1.44774,"Y",1
1.24184,"Y",1
1.5877,"Y",1
-1.14317,"N",0
1.32577,"Y",1
1.12272,"Y",1
0.66292,"Y",1
-1.00193,"N",0
0.99168,"Y",1
1.47693,"Y",1
1.31661,"Y",1
-1.15762,"N",0
1.5877,"Y",1
1.16179,"Y",1
1.35,"N",0
-0.6549,"N",0
-1.10678,"N",0
1.32162,"Y",1
0.1252,"Y",1
-0.99172,"N",0
1.37068,"Y",1
-1.18173,"N",0
-0.70047,"N",0
0.99704,"N",0
1.23693,"Y",1
-0.83444,"N",0
0.29024,"Y",1
-0.42725,"Y",1
-0.11784,"Y",1
1.00318,"Y",1
1.00528,"Y",1
1.5877,"Y",1
-0.839,"N",0
0.22416,"N",0
1.4029,"Y",1
-1.26524,"N",0
-0.41063,"N",0
0.55175,"Y",1
-0.30396,"Y",1
1.32577,"Y",1
0.61457,"Y",1
1.51655,"Y",1
0.46682,"N",0
-0.25323,"Y",1
0.66157,"Y",1
1.25199,"Y",1
0.34221,"N",0
-1.25899,"Y",1
0.79717,"Y",1
1.36206,"Y",1
-1.03027,"N",0
-1.18602,"N",0
-1.14952,"N",0
-1.04842,"N",0
1.43653,"Y",1
1.5877,"Y",1
-0.97507,"N",0
-1.045,"N",0
-1.21974,"N",0
-1.29617,"N",0
0.76631,"Y",1
1.27034,"Y",1
0.61585,"Y",1
-0.03354,"N",0
-1.06452,"N",0
0.45059,"Y",1
-1.29617,"N",0
-1.10897,"N",0
0.20291,"Y",1
-1.05543,"N",0
1.24546,"Y",1
-1.1113,"N",0
0.62692,"Y",1
-0.93008,"N",0
1.5877,"Y",1
-0.49024,"Y",1
-0.58329,"N",0
-1.034,"N",0
-1.29617,"N",0
-0.40469,"N",0
-1.05877,"N",0
1.29875,"Y",1
1.5877,"Y",1
-0.78955,"N",0
0.02737,"Y",1
0.84968,"Y",1
0.60127,"Y",1
-1.06347,"N",0
0.06283,"Y",1
-1.02236,"Y",1
-1.15236,"N",0
-0.50707,"N",0
-1.10692,"N",0
-0.89847,"N",0
-1.29617,"N",0
1.25914,"Y",1
1.55312,"Y",1
1.29311,"Y",1
1.47615,"Y",1
-1.29617,"N",0
0.6546,"Y",1
0.88345,"Y",1
0.94201,"Y",1
0.42371,"N",0
0.35407,"Y",1
1.4103,"Y",1
-1.07308,"N",0
-0.92721,"N",0
1.36523,"Y",1
0.63292,"Y",1
-0.68375,"N",0
1.47164,"Y",1
-1.26247,"N",0
-1.29617,"N",0
-0.8322,"N",0
1.37129,"Y",1
-1.29617,"N",0
-1.04205,"N",0
-1.17235,"N",0
-0.04348,"N",0
1.5877,"Y",1
-0.6265,"N",0
1.33205,"Y",1
1.24611,"Y",1
1.4186,"Y",1
-0.76483,"N",0
0.96737,"Y",1
-1.29617,"N",0
-1.06985,"N",0
0.27038,"N",0
-0.55383,"N",0
1.40347,"Y",1
-1.1854,"N",0
0.3834,"Y",1
0.83048,"Y",1
-0.1826,"N",0
-1.29617,"N",0
-1.29617,"N",0
1.32555,"Y",1
0.72708,"Y",1
-0.82327,"N",0
-1.25656,"N",0
-1.29617,"N",0
1.25678,"Y",1
0.28707,"Y",1
-0.62392,"Y",1
1.50986,"Y",1
-0.43626,"N",0
-1.18011,"N",0
-1.21834,"N",0
-0.8308,"N",0
-0.6809,"N",0
-1.13038,"N",0
1.5877,"Y",1
-0.14715,"Y",1
1.55399,"Y",1
-1.22285,"N",0
0.22716,"Y",1
-1.12024,"N",0
0.53532,"Y",1
-1.29617,"N",0
0.934,"Y",1
1.4277,"Y",1
-1.26325,"N",0
-1.00115,"N",0
0.91144,"Y",1
-1.02974,"N",0
-1.04685,"N",0
-1.16446,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.2204,"N",0
0.94667,"Y",1
-0.92566,"N",0
1.20547,"Y",1
1.32923,"Y",1
0.12745,"Y",1
-1.11348,"N",0
-1.29617,"N",0
0.66365,"N",0
-0.95176,"N",0
-0.25607,"Y",1
0.17177,"Y",1
1.5877,"Y",1
-0.71844,"Y",1
-1.29617,"N",0
0.90167,"Y",1
1.33092,"Y",1
-1.22424,"N",0
-1.30351,"N",0
1.19812,"Y",1
-1.29617,"N",0
-1.29617,"N",0
-1.19739,"N",0
-0.98023,"N",0
-1.12528,"N",0
0.60084,"Y",1
1.35626,"Y",1
1.19147,"Y",1
0.38583,"Y",1
1.02608,"Y",1
-1.29617,"N",0
0.87797,"N",0
0.12779,"Y",1
1.47784,"Y",1
-1.29617,"N",0
-1.21834,"N",0
-1.18011,"N",0
-1.29617,"N",0
1.43653,"Y",1
-1.30469,"N",0
-1.21834,"N",0
0.88557,"Y",1
-0.71001,"N",0
1.01062,"Y",1
-0.04564,"Y",1
-1.29617,"N",0
-0.17956,"Y",1
0.54606,"Y",1
0.13241,"Y",1
0.55837,"Y",1
0.41755,"Y",1
0.89367,"Y",1
0.43887,"Y",1
-1.29617,"N",0
-0.84836,"N",0
0.72449,"Y",1
1.00364,"Y",1
-0.42243,"N",0
-0.55903,"N",0
-1.29617,"N",0
-1.30351,"N",0
-1.22502,"N",0
-1.06848,"N",0
0.58275,"Y",1
-1.29617,"N",0
-1.34392,"N",0
-1.19504,"N",0
-1.25795,"N",0
0.25319,"Y",1
1.35136,"Y",1
-1.15762,"N",0
-1.14049,"N",0
-0.96014,"N",0
-1.10273,"N",0
1.54808,"Y",1
-1.04016,"N",0
-1.14952,"N",0
-1.07386,"N",0
0.30352,"Y",1
-1.29617,"N",0
-1.25656,"N",0
-1.29617,"N",0
