"","master_id","year","prop","perc_lib"
"107","21.211.21.95.",2011,0,0.211864407
"108","21.222.21.131.",2011,0,0.223809524
"109","22.001.22.6.",2011,0,0.391959799
"110","22.003.22.4.",2011,0,0.351351351
"111","22.013.22.30.",2011,0,0.237623762
"112","22.016.22.36.",2011,0,0.255102041
"113","22.025.22.65.",2011,0,0.177304965
"114","22.054.22.48.",2011,0,0.280701754
"115","22.055.22.61.",2011,1,0.289855072
"116","22.075.22.20.",2011,0,0.257309942
"117","22.077.22.82.",2011,0,0.157303371
"118","22.104.22.51.",2011,1,0.186666667
"119","22.107.22.58.",2011,1,0.4
"120","22.125.22.57.",2011,1,0.15942029
"121","22.129.22.122.",2011,0,0.335526316
"122","22.168.22.199.",2011,0,0.195833333
"123","22.175.22.131.",2011,0,0.4
"124","22.213.22.207.",2011,0,0.248484848
"125","22.262.22.161.",2011,0,0.132075472
"126","28.013.28.171.",2011,0,0.217647059
"127","28.028.28.143.",2011,0,0.184782609
"128","28.034.28.95.",2011,0,0.161490683
"129","28.045.28.52.",2011,0,0.132743363
"130","28.049.28.126.",2011,0,0.085106383
"131","28.058.28.177.",2011,0,0.180451128
"132","28.066.28.50.",2011,0,0.183673469
"133","28.068.28.97.",2011,0,0.189873418
"134","28.075.28.103.",2011,0,0.168224299
"135","28.098.28.205.",2011,0,0.089655172
"136","28.103.28.92.",2011,0,0.162337662
"137","28.104.28.104.",2011,0,0.193548387
"138","28.115.28.182.",2011,1,0.146226415
"139","28.116.28.184.",2011,1,0.104294479
"140","28.119.28.208.",2011,1,0.067901235
"141","28.120.28.211.",2011,1,0.138461538
"142","28.122.28.26.",2011,0,0.195652174
"143","28.125.28.29.",2011,0,0.159292035
"144","28.134.28.91.",2011,0,0.174825175
"145","28.138.28.135.",2011,1,0.109756098
"146","28.140.28.147.",2011,1,0.111111111
"147","28.155.28.37.",2011,0,0.137614679
"148","28.173.28.60.",2011,0,0.262411348
"149","28.192.28.85.",2011,0,0.287671233
"150","28.197.28.134.",2011,1,0.113636364
"151","28.199.28.3.",2011,0,0.198198198
"152","28.206.28.107.",2011,0,0.233502538
"153","28.219.28.121.",2011,1,0.153333333
"154","28.227.28.115.",2011,0,0.140186916
"155","28.229.28.8.",2011,0,0.219512195
"156","28.245.28.16.",2011,0,0.218253968
"157","29.001.29.1.",2011,0,0.161764706
"158","29.007.29.3.",2011,0,0.45971564
"159","29.010.29.27.",2011,0,0.354497354
"160","29.024.29.10.",2011,0,0.347222222
"161","29.027.29.19.",2011,0,0.302469136
"162","29.030.29.8.",2011,0,0.3
"163","29.036.29.62.",2011,0,0.289256198
"164","29.037.29.16.",2011,0,0.398773006
"165","29.041.29.51.",2011,0,0.290909091
"166","29.054.29.39.",2011,0,0.352941176
"167","29.063.29.40.",2011,0,0.27510917
"168","29.066.29.110.",2011,0,0.334862385
"169","29.069.29.114.",2011,0,0.410646388
"170","29.086.29.123.",2011,0,0.473170732
"171","29.091.29.69.",2011,0,0.246231156
"172","29.097.29.129.",2011,0,0.331288344
"173","29.099.29.136.",2011,0,0.316363636
"174","29.103.29.75.",2011,0,0.387096774
"175","29.106.29.73.",2011,0,0.373271889
"176","29.112.29.107.",2011,0,0.269461078
"177","29.114.29.131.",2011,0,0.329896907
"178","29.117.29.134.",2011,0,0.393617021
"179","29.120.29.155.",2011,0,0.402097902
"180","29.185.29.83.",2011,0,0.185185185
"181","29.187.29.81.",2011,0,0.331950207
"182","29.190.29.78.",2011,0,0.323529412
"183","29.191.29.84.",2011,0,0.294573643
"184","29.203.29.154.",2011,0,0.470588235
"185","29.209.29.86.",2011,0,0.296943231
"186","29.242.29.174.",2011,0,0.210300429
"187","29.246.29.231.",2011,0,0.301020408
"188","34.005.34.1.",2011,0,0.453608247
"189","34.008.34.7.",2011,0,0.37408313
"190","34.012.34.8.",2011,0,0.255319149
"191","34.015.34.9.",2011,0,0.331797235
"192","34.035.34.23.",2011,0,0.293877551
"193","34.036.34.25.",2011,1,0.276836158
"194","34.044.34.71.",2011,0,0.202702703
"195","34.045.34.31.",2011,1,0.196721311
"196","34.048.34.47.",2011,0,0.493333333
"197","34.068.34.51.",2011,0,0.34375
"198","34.086.34.76.",2011,0,0.33125
"199","34.088.34.55.",2011,0,0.322580645
"200","34.094.34.74.",2011,0,0.223577236
"201","34.098.34.59.",2011,0,0.316455696
"202","34.100.34.64.",2011,0,0.330033003
"203","34.103.34.56.",2011,1,0.265895954
"204","34.109.34.66.",2011,0,0.205673759
"205","34.114.34.70.",2011,0,0.143478261
"206","34.129.34.107.",2011,0,0.328947368
"207","34.168.34.120.",2011,0,0.264925373
"208","34.172.34.115.",2011,0,0.414634146
"209","34.225.34.141.",2011,0,0.346774194
"210","34.231.34.136.",2011,0,0.334645669
"211","34.235.34.178.",2011,0,0.304
"212","34.241.34.182.",2011,1,0.315642458
"213","34.243.34.183.",2011,0,0.29468599
"214","34.266.34.188.",2011,0,0.277173913
"215","36.003.36.209.",2011,0,0.439393939
"216","36.006.36.5.",2011,0,0.457446809
"217","36.007.36.212.",2011,0,0.454022989
"218","36.011.36.8.",2011,0,0.397590361
"219","36.012.36.9.",2011,0,0.42
"220","36.017.36.10.",2011,0,0.395939086
"221","36.027.36.189.",2011,0,0.443478261
"222","36.035.36.18.",2011,0,0.580246914
"223","36.039.36.21.",2011,0,0.426829268
"224","36.165.36.56.",2011,0,0.484848485
"225","36.246.36.202.",2011,0,0.4
"226","36.269.36.178.",2011,0,0.649425287
"227","36.278.36.153.",2011,0,0.581081081
"228","36.283.36.215.",2011,1,0.533653846
"229","36.404.36.426.",2011,0,0.493150685
"230","36.413.36.418.",2011,0,0.415384615
"231","36.414.36.420.",2011,0,0.366197183
"232","40.009.40.62.",2011,0,0.281081081
"233","40.010.40.64.",2011,0,0.252808989
"234","40.019.40.65.",2011,1,0.278481013
"235","40.023.40.162.",2011,0,0.24516129
"236","40.028.40.69.",2011,0,0.226666667
"237","40.041.40.66.",2011,0,0.355263158
"238","40.058.40.76.",2011,0,0.375634518
"239","40.059.40.71.",2011,1,0.242063492
"240","40.062.40.183.",2011,0,0.313513514
"241","40.066.40.187.",2011,0,0.344086022
"242","40.068.40.78.",2011,1,0.281609195
"243","40.072.40.79.",2011,0,0.341836735
"244","40.073.40.81.",2011,1,0.393782383
"245","40.076.40.166.",2011,0,0.364485981
"246","40.080.40.127.",2011,0,0.435643564
"247","40.085.40.168.",2011,0,0.288135593
"248","40.089.40.82.",2011,0,0.333333333
"249","40.107.40.144.",2011,0,0.36875
"250","40.130s.40.715.",2011,0,0.358974359
"251","40.131.40.171.",2011,0,0.348958333
"252","40.153.40.148.",2011,0,0.292857143
"253","40.156.40.106.",2011,0,0.326241135
"254","40.160.40.87.",2011,0,0.258426966
"255","40.163.40.89.",2011,0,0.222222222
"256","40.172.40.115.",2011,0,0.25862069
"257","40.178.40.51.",2011,0,0.168604651
"258","40.187.40.39.",2011,0,0.242152466
"259","40.192.40.1.",2011,0,0.22
"260","40.224.40.21.",2011,0,0.298013245
"261","40.234.40.48.",2011,0,0.253333333
"262","40.244.40.46.",2011,1,0.231884058
"263","40.248.40.46.",2011,0,0.231884058
"264","40.249.40.23.",2011,1,0.258333333
"265","41.029.41.189.",2011,0,0.20441989
"266","41.031.41.121.",2011,0,0.076086957
"267","41.039.41.203.",2011,0,0.24789916
"268","41.050.41.124.",2011,0,0.308176101
"269","41.051.41.126.",2011,0,0.12962963
"270","41.053.41.131.",2011,0,0.140909091
"271","41.062.41.125.",2011,0,0.21978022
"272","41.063.41.134.",2011,0,0.234567901
"273","41.065.41.144.",2011,0,0.241573034
"274","41.067.41.143.",2011,0,0.161825726
"275","41.076.41.208.",2011,0,0.160714286
"276","41.090.41.136.",2011,0,0.1875
"277","41.111.41.156.",2011,0,0.312849162
"278","41.134.41.5.",2011,0,0.291262136
"279","41.140.41.17.",2011,0,0.458064516
"280","41.144.41.12.",2011,0,0.244565217
"281","41.157.41.100.",2011,0,0.338164251
"282","41.167.41.120.",2011,0,0.357466063
"283","41.168.41.21.",2011,0,0.264044944
"284","41.169.41.22.",2011,0,0.22173913
"285","41.171.41.94.",2011,0,0.306358382
"286","41.172.41.93.",2011,0,0.260504202
"287","41.179.41.113.",2011,0,0.322368421
"288","41.206.41.26.",2011,0,0.25748503
"289","41.209.41.63.",2011,0,0.241134752
"290","41.212.41.67.",2011,0,0.331797235
"291","41.214.41.36.",2011,0,0.306451613
"292","41.234.41.54.",2011,0,0.285714286
"293","41.238.41.72.",2011,0,0.311688312
"294","41.243.41.74.",2011,0,0.38317757
"295","41.258.41.60.",2011,0,0.339285714
"296","41.263.41.59.",2011,0,0.371179039
"297","42.004.42.167.",2011,0,0.268398268
"298","42.005.42.165.",2011,0,0.168067227
"299","42.006.42.167.",2011,0,0.268398268
"300","42.008s.42.173.",2011,0,0.052631579
"301","42.021.42.180.",2011,0,0.216666667
"302","42.022.42.185.",2011,0,0.118644068
"303","42.027.42.184.",2011,0,0.191304348
"304","42.028.42.187.",2011,0,0.155913978
"305","42.032s.42.713.",2011,0,0.173076923
"306","42.041.42.193.",2011,0,0.101190476
"307","42.048.42.137.",2011,0,0.146666667
"308","42.054.42.201.",2011,0,0.064748201
"309","42.061.42.70.",2011,0,0.158914729
"310","42.068.42.69.",2011,0,0.16509434
"311","42.097.42.2.",2011,0,0.231481481
"312","42.099.42.12.",2011,0,0.213953488
"313","42.104.42.80.",2011,0,0.117154812
"314","42.124.42.87.",2011,0,0.108225108
"315","42.139.42.91.",2011,0,0.191358025
"316","42.151.42.80.",2011,0,0.117154812
"317","42.161.42.150.",2011,0,0.151898734
"318","42.167.42.60.",2011,0,0.19895288
"319","42.172.42.83.",2011,0,0.175257732
"320","42.203.42.28.",2011,0,0.165289256
"321","42.206.42.26.",2011,0,0.153153153
"322","42.209.42.34.",2011,0,0.089552239
"323","42.222.42.41.",2011,0,0.264150943
"324","42.237.42.57.",2011,0,0.232954545
"325","55.013.55.86.",2011,0,0.206349206
"326","55.048.55.74.",2011,0,0.296137339
"327","55.050.55.139.",2011,0,0.282527881
"328","55.084.55.60.",2011,0,0.32
"329","55.085.55.87.",2011,0,0.266009852
"330","55.119.55.61.",2011,0,0.162679426
"331","55.129s.55.709.",2011,0,0.237704918
"332","55.133.55.146.",2011,0,0.272357724
"333","55.149.55.49.",2011,0,0.197044335
"334","55.152.55.102.",2011,0,0.124137931
"335","55.160.55.12.",2011,0,0.224576271
"336","55.161.55.51.",2011,0,0.148471616
"337","55.166.55.57.",2011,0,0.238493724
"338","55.172.55.105.",2011,0,0.122807018
"339","55.174.55.103.",2011,0,0.116022099
"340","55.191.55.117.",2011,0,0.129770992
"341","55.205.55.120.",2011,0,0.207171315
"342","55.235.55.186.",2011,0,0.192468619
"343","58.001.58.1.",2011,0,0.294117647
"344","58.004.58.4.",2011,0,0.252747253
"345","58.017.58.9.",2011,0,0.3
"346","58.034.58.141.",2011,0,0.321585903
"347","58.036.58.125.",2011,0,0.266666667
"348","58.051.58.150.",2011,0,0.441860465
"349","58.053.58.136.",2011,0,0.307692308
"350","58.082.58.45.",2011,0,0.474358974
"351","58.087.58.135.",2011,0,0.375
"352","58.088s.58.706.",2011,0,0.285714286
"353","58.130.58.79.",2011,0,0.341772152
"354","58.136.58.112.",2011,0,0.465909091
"355","58.142.58.96.",2011,0,0.480769231
"356","58.144.58.94.",2011,0,0.272
"357","58.147.58.156.",2011,0,0.33
"358","58.163.58.240.",2011,0,0.445
"359","58.164.58.241.",2011,0,0.365853659
"360","58.165.58.242.",2011,0,0.391129032
"361","58.166.58.157.",2011,0,0.370689655
"362","58.167.58.160.",2011,0,0.370535714
"363","58.176.58.238.",2011,0,0.277173913
"364","58.181.58.159.",2011,0,0.370833333
"365","58.186.58.162.",2011,0,0.421965318
"366","58.222.58.177.",2011,0,0.417112299
"367","67.002s.67.701.",2011,0,0.166666667
"368","67.036.67.37.",2011,0,0.157534247
"369","67.038.67.6.",2011,0,0.247663551
"370","67.041.67.38.",2011,0,0.367697595
"371","67.086.67.55.",2011,0,0.37755102
"372","67.087.67.8.",2011,0,0.25388601
"373","67.122.67.13.",2011,0,0.174129353
"374","67.125.67.122.",2011,1,0.169642857
"375","67.165.67.125.",2011,0,0.105042017
"376","67.187.67.120.",2011,0,0.146520147
"377","67.188.67.120.",2011,0,0.146520147
"378","67.224.67.159.",2011,0,0.219895288
"379","69.013.69.69.",2011,0,0.195876289
"380","69.015.69.65.",2011,0,0.11971831
"381","69.032.69.75.",2011,0,0.114035088
"382","69.037.69.6.",2011,0,0.165354331
"383","69.044.69.79.",2011,0,0.18487395
"384","69.052.69.85.",2011,0,0.168478261
"385","69.056.69.14.",2011,0,0.154761905
"386","69.057.69.42.",2011,0,0.273195876
"387","69.069.69.33.",2011,0,0.227642276
"388","69.081s.69.703.",2011,0,0.19047619
"389","69.098.69.97.",2011,0,0.12195122
"390","69.105.69.99.",2011,0,0.163120567
"391","69.111.69.110.",2011,0,0.252336449
"392","69.116.69.107.",2011,0,0.1125
"393","69.127.69.41.",2011,0,0.17721519
"394","69.131.69.120.",2011,0,0.157894737
"395","69.139.69.115.",2011,0,0.235294118
"396","69.140.69.135.",2011,0,0.183206107
"397","69.149.69.128.",2011,0,0.168604651
"398","69.151.69.131.",2011,0,0.232704403
"399","69.179.69.144.",2011,0,0.180952381
"400","69.193.69.138.",2011,0,0.112359551
"401","69.212.69.173.",2011,0,0.164772727
"402","69.216.69.177.",2011,0,0.221374046
"403","69.221.69.174.",2011,0,0.18705036
"404","69.232.69.58.",2011,0,0.260869565
"405","70.014.70.5.",2011,0,0.309782609
"406","70.022.70.24.",2011,0,0.292307692
"407","70.023.70.4.",2011,0,0.323353293
"408","70.024s.70.700.",2011,0,0.42
"409","70.032.70.9.",2011,0,0.315217391
"410","70.035s.70.701.",2011,0,0.380952381
"411","70.049.70.34.",2011,0,0.357575758
"412","70.058.70.60.",2011,0,0.39800995
"413","70.075.70.49.",2011,0,0.352112676
"414","70.095.70.86.",2011,0,0.347368421
"415","70.113-1s.70.706.",2011,0,0.402439024
"416","70.113.70.70.",2011,0,0.422594142
"417","70.114.70.71.",2011,0,0.363057325
"418","70.123.70.76.",2011,0,0.376106195
"419","70.125.70.88.",2011,0,0.24375
"420","70.227.70.156.",2011,0,0.398734177
"421","73.002.73.2.",2011,0,0.25
"422","73.003.73.1.",2011,0,0.36
"423","73.004.73.6.",2011,0,0.15936255
"424","73.012.73.14.",2011,0,0.251655629
"425","73.017.73.12.",2011,0,0.314465409
"426","73.030.73.21.",2011,0,0.205882353
"427","73.035.73.23.",2011,0,0.262931034
"428","73.051.73.26.",2011,0,0.370588235
"429","73.058.73.41.",2011,0,0.475903614
"430","73.061.73.46.",2011,0,0.436464088
"431","73.082.73.56.",2011,0,0.333333333
"432","73.084.73.65.",2011,0,0.287610619
"433","73.094.73.67.",2011,0,0.470588235
"434","73.103.73.139.",2011,0,0.289308176
"435","73.197.73.145.",2011,0,0.427536232
"436","73.204.73.141.",2011,0,0.337899543
"437","73.210.73.165.",2011,0,0.263888889
"438","73.227s.73.722.",2011,0,0.394366197
"439","73.252.73.179.",2011,1,0.352564103
"440","85.010.85.121.",2011,0,0.184713376
"441","85.013.85.83.",2011,0,0.333333333
"442","85.015.85.119.",2011,0,0.2125
"443","85.022.85.6.",2011,0,0.239130435
"444","85.038.85.67.",2011,0,0.267857143
"445","85.047.85.79.",2011,0,0.170731707
"446","85.048.85.84.",2011,0,0.256944444
"447","85.051.85.9.",2011,0,0.185770751
"448","85.094.85.49.",2011,0,0.166666667
"449","85.107.85.87.",2011,0,0.253012048
"450","85.118.85.50.",2011,0,0.206896552
"451","85.120.85.51.",2011,0,0.204225352
"452","85.143.85.88.",2011,0,0.204819277
"453","85.153.85.142.",2011,0,0.313636364
"454","85.176.85.101.",2011,0,0.096885813
"455","85.177.85.107.",2011,0,0.138728324
"456","85.179.85.108.",2011,0,0.161825726
"457","85.181.85.91.",2011,0,0.084677419
"458","85.183.85.109.",2011,0,0.144736842
"459","85.202.85.170.",2011,0,0.216666667
"460","85.214.85.143.",2011,0,0.127962085
"461","85.215.85.182.",2011,0,0.125827815
"462","85.275.85.213.",2011,0,0.240641711
"463","85.287.85.153.",2011,0,0.218604651
"464","85.293.85.156.",2011,0,0.219178082
"465","85.304.85.233.",2011,0,0.20754717
"466","85.308.85.236.",2011,0,0.258426966
"467","87.007.87.84.",2011,0,0.25477707
"468","87.012.87.108.",2011,0,0.196581197
"469","87.041.87.60.",2011,0,0.136094675
"470","87.042.87.64.",2011,0,0.185393258
"471","87.048.87.4.",2011,0,0.235955056
"472","87.066.87.1.",2011,0,0.16025641
"473","87.081.87.109.",2011,0,0.171875
"474","87.082.87.109.",2011,0,0.171875
"475","87.209.87.71.",2011,0,0.229885057
"476","87.215.87.31.",2011,0,0.169014085
"477","90.025.90.26.",2011,0,0.451612903
"478","90.028.90.30.",2011,0,0.552795031
"479","90.053.90.42.",2011,0,0.386075949
"480","90.126.90.77.",2011,0,0.34057971
"481","90.162.90.41.",2011,0,0.385365854
"482","90.165.90.46.",2011,0,0.328947368
"483","90.167.90.53.",2011,0,0.39055794
"484","90.176.90.12.",2011,0,0.193103448
"485","91.009.91.13.",2011,0,0.394495413
"486","91.024.91.20.",2011,0,0.5625
"487","91.030.91.27.",2011,0,0.366197183
"488","91.031.91.29.",2011,0,0.213114754
"489","91.034.91.24.",2011,0,0.266666667
"490","91.049.91.36.",2011,0,0.428571429
"491","91.061.91.50.",2011,0,0.235772358
"492","91.146.91.63.",2011,0,0.397590361
"493","91.147.91.55.",2011,0,0.4296875
"494","91.180.91.122.",2011,0,0.3
"495","98.090.98.69.",2011,0,0.133663366
"496","98.095.98.158.",2011,0,0.394366197
"497","98.100.98.80.",2011,0,0.215909091
"498","98.229.98.176.",2011,0,0.153846154
"499","98.232.98.207.",2011,0,0.090909091
"500","98.263.98.206.",2011,0,0.096774194
"501","10.002.10.1.",2007,0,0.168674699
"502","10.018.10.9.",2007,0,0.14516129
"503","10.021.10.32.",2007,0,0.123076923
"504","10.026.10.13.",2007,0,0.178082192
"505","10.028.10.16.",2007,0,0.166666667
"506","10.035s.10.702.",2007,0,0.142857143
"507","10.038.10.31.",2007,0,0.129032258
"508","10.039.10.34.",2007,0,0.101769912
"509","10.047.10.26.",2007,0,0.136363636
"510","10.055.10.24.",2007,0,0.269662921
"511","10.067.10.95.",2007,0,0.075555556
"512","10.068.10.97.",2007,0,0.073529412
"513","10.079.10.112.",2007,0,0.119047619
"514","10.103.10.52.",2007,0,0.138888889
"515","10.152.10.96.",2007,0,0.184713376
"516","10.181.10.150.",2007,0,0.057692308
"517","10.185.10.146.",2007,0,0.066666667
"518","10.206.10.148.",2007,0,0.157894737
"519","10.223.10.167.",2007,0,0.169811321
"520","10.227.10.203.",2007,0,0.142857143
"521","10.228.10.162.",2007,0,0.129411765
"522","10.229.10.165.",2007,0,0.142076503
"523","10.235.10.195.",2007,0,0.134078212
"524","10.245.10.218.",2007,0,0.1640625
"525","10.248.10.221.",2007,0,0.185897436
"526","10.267.10.211.",2007,0,0.16
"527","10.271.10.207.",2007,0,0.151960784
"528","10.275.10.223.",2007,0,0.184210526
"529","105.004.105.5.",2007,0,0.267676768
"530","105.022.105.16.",2007,0,0.274074074
"531","105.088.105.64.",2007,0,0.281818182
"532","105.099.105.54.",2007,0,0.442176871
"533","105.116.105.111.",2007,0,0.197916667
"534","105.120.105.200.",2007,0,0.22875817
"535","105.127.105.199.",2007,0,0.291666667
"536","105.136.105.197.",2007,0,0.435028249
"537","105.196.105.133.",2007,0,0.351515152
"538","105.201.105.131.",2007,0,0.346341463
"539","105.213.105.207.",2007,0,0.3046875
"540","105.232.105.145.",2007,0,0.266009852
"541","105.236.105.226.",2007,0,0.208860759
"542","105.252.105.222.",2007,0,0.194805195
"543","14.141.14.208.",2007,0,0.451162791
"544","14.148.14.73.",2007,0,0.575949367
"545","14.163.14.193.",2007,0,0.405017921
"546","14.164.14.77.",2007,0,0.583892617
"547","14.191.14.1.",2007,0,0.345679012
"548","14.193.14.2.",2007,0,0.390625
"549","14.194.14.1.",2007,0,0.408163265
"550","14.204s.14.700.",2007,0,0.488372093
"551","14.205.14.67.",2007,0,0.5
"552","14.215.14.7.",2007,0,0.408805031
"553","14.263.14.49.",2007,0,0.385964912
"554","18.028.18.31.",2007,0,0.352
"555","18.063.18.140.",2007,0,0.351955307
"556","18.114.18.96.",2007,0,0.169491525
"557","18.134.18.20.",2007,0,0.233009709
"558","18.180.18.43.",2007,0,0.213872832
"559","18.183.18.98.",2007,0,0.186528497
"560","18.192.18.108.",2007,0,0.229166667
"561","18.196.18.152.",2007,0,0.503030303
"562","19.005.19.3.",2007,0,0.30044843
"563","19.011.19.65.",2007,0,0.282945736
"564","19.019.19.66.",2007,0,0.254480287
"565","19.070.19.71.",2007,0,0.272357724
"566","19.075.19.57.",2007,0,0.290178571
"567","19.082.19.31.",2007,0,0.370535714
"568","19.084.19.77.",2007,0,0.287128713
"569","19.098.19.195.",2007,0,0.231213873
"570","19.099.19.193.",2007,0,0.238493724
"571","19.124.19.177.",2007,0,0.289377289
"572","19.125s.19.711.",2007,0,0.24137931
"573","2.033s.2.700.",2007,0,0.333333333
"574","2.036.2.20.",2007,0,0.188118812
"575","2.048.2.30.",2007,0,0.307692308
"576","2.065.2.39.",2007,0,0.382550336
"577","2.073.2.56.",2007,0,0.223214286
"578","2.075.2.46.",2007,0,0.43902439
"579","2.083.2.82.",2007,0,0.51875
"580","2.106.2.110.",2007,0,0.327586207
"581","2.110.2.52.",2007,0,0.37962963
"582","2.112.2.58.",2007,0,0.416666667
"583","2.131.2.116.",2007,0,0.476923077
"584","2.145.2.112.",2007,0,0.359550562
"585","2.149.2.60.",2007,0,0.414285714
"586","2.152.2.63.",2007,0,0.27027027
"587","2.163.2.72.",2007,0,0.411290323
"588","2.166.2.75.",2007,0,0.264
"589","2.175.2.103.",2007,0,0.4375
"590","2.176.2.105.",2007,0,0.409090909
"591","2.177.2.107.",2007,0,0.375
"592","2.179.2.121.",2007,0,0.5
"593","2.198.2.135.",2007,0,0.465116279
"594","2.207.2.137.",2007,0,0.482014388
"595","21.003.21.4.",2007,0,0.404109589
"596","21.008.21.7.",2007,0,0.3875
"597","21.021.21.20.",2007,0,0.389121339
"598","21.036.21.25.",2007,0,0.470873786
"599","21.049.21.41.",2007,0,0.484536082
"600","21.055.21.53.",2007,0,0.306666667
"601","21.077.21.88.",2007,0,0.421052632
"602","21.169.21.112.",2007,0,0.318518519
"603","21.170.21.125.",2007,0,0.429319372
"604","21.196.21.118.",2007,0,0.263959391
"605","21.201.21.92.",2007,0,0.524324324
"606","21.203.21.128.",2007,0,0.344155844
"607","21.211.21.95.",2007,0,0.45890411
"608","21.222.21.131.",2007,0,0.617886179
"609","22.001.22.6.",2007,0,0.528089888
